longitude,latitude,genus
6.84944,44.2772,Abraxas
7.57083,44.15083,Abromias
7.565,44.14244,Abromias
7.55756,43.98286,Abromias
7.34797,44.03444,Abromias
6.89825,44.31786,Abromias
7.57083,44.15083,Abrostola
7.565,44.14244,Abrostola
7.39778,44.2836,Abrostola
7.39758,44.28448,Abrostola
7.39742,44.28416,Abrostola
7.54913,43.9857,Acalyptris
7.466653,43.87905,Acalyptris
7.547591,43.98562,Acalyptris
7.5675,44.0558,Acasis
7.56056,43.9825,Acherontia
7.26919,44.16927,Acleris
7.56056,43.9825,Acleris
7.39778,44.2836,Acleris
7.3956,44.2825,Acleris
7.4303,44.2144,Acleris
7.3742,44.1828,Acleris
7.3903,44.1853,Acleris
7.272,44.207,Acleris
7.4931,44.195,Acleris
7.48972,44.195,Acleris
7.39778,44.2836,Acompsia
6.81,44.3067,Acompsia
6.74333,44.2833,Acompsia
7.3956,44.2825,Acompsia
7.2469,44.2475,Acompsia
7.272,44.207,Acompsia
7.2667,44.1803,Acompsia
7.425,44.2128,Acompsia
7.3742,44.1828,Acompsia
7.3228,44.1856,Acompsia
7.3722,44.6519,Acompsia
7.4303,44.2144,Acompsia
7.4428,44.2161,Acompsia
7.4828,44.2003,Acompsia
7.4931,44.195,Acompsia
7.4792,44.1892,Acompsia
7.2722,44.1628,Acompsia
7.3903,44.1853,Acompsia
7.578444,44.15225,Acompsia
7.521389,44.10222,Acompsia
7.45,44.28333,Acompsia
7.383333,44.24972,Acompsia
7.512778,44.06944,Acompsia
7.321389,44.24306,Acompsia
7.3956,44.2825,Acrobasis
7.56,43.98222,Acrobasis
7.39778,44.2836,Acrobasis
7.5675,44.0558,Acrobasis
7.56056,43.9825,Acrocercops
7.546604,43.98192,Acrocercops
7.561866,44.01388,Acrolepia
7.56292,43.98135,Acronicta
7.42611,44.22015,Acronicta
7.57083,44.15083,Acronicta
7.55756,43.98286,Acronicta
7.56056,43.9825,Acronicta
7.36111,44.1919,Acronicta
7.39778,44.2836,Acronicta
6.84944,44.2772,Acronicta
6.74333,44.2833,Acronicta
7.50994,43.99916,Acronicta
7.52327,44.0944,Acronicta
7.5675,44.0558,Acronicta
7.27139,44.1958,Acronicta
7.351944,44.25361,Actenia
7.3956,44.2825,Actenia
7.2349,44.1542,Actenia
7.383333,44.24972,Actenia
7.43884,44.20383,Actinotia
7.396222,44.28182,Actinotia
7.42611,44.22015,Actinotia
7.34797,44.03444,Actinotia
7.39778,44.2836,Actinotia
7.3742,44.1828,Adaina
7.56,43.98222,Adaina
7.2708,44.2497,Adela
7.3742,44.1828,Adela
7.4303,44.2144,Adela
7.4428,44.2161,Adela
7.4575,44.2114,Adela
7.2667,44.1803,Adela
7.3956,44.2825,Adela
7.272,44.207,Adela
7.3228,44.1856,Adela
7.3722,44.6519,Adela
7.375,44.1481,Adela
7.4514,44.1847,Adela
7.4828,44.2003,Adela
7.4953,44.1753,Adela
7.527472,44.10994,Adscita
7.550528,44.1455,Adscita
7.45,44.28333,Aetheria
7.4022,44.2794,Aethes
7.4428,44.2161,Aethes
7.4828,44.2003,Aethes
7.4953,44.1753,Aethes
7.2349,44.1542,Aethes
7.2333,44.1986,Aethes
7.2122,44.1933,Aethes
7.3228,44.1856,Aethes
7.4575,44.2114,Aethes
7.4536,44.1758,Aethes
7.4303,44.2144,Aethes
7.2667,44.1803,Aethes
7.3167,44.1772,Aethes
7.375,44.1481,Aethes
7.4792,44.1892,Aethes
7.39778,44.2836,Aethes
7.52327,44.0944,Aethes
7.527472,44.10994,Aethes
7.541056,44.14528,Aethes
7.39742,44.28416,Aethes
7.3228,44.1856,Agapeta
7.3167,44.1772,Agapeta
7.375,44.1481,Agapeta
7.4303,44.2144,Agapeta
7.4428,44.2161,Agapeta
7.4953,44.1753,Agapeta
7.3742,44.1828,Agapeta
7.56,43.98222,Agapeta
7.39742,44.28416,Agapeta
7.321389,44.24306,Agapeta
7.56056,43.9825,Agapeta
7.347778,44.25278,Agdistis
7.42611,44.22015,Agdistis
7.3956,44.2825,Agdistis
7.3742,44.1828,Agdistis
7.4428,44.2161,Agdistis
7.274806,44.16203,Aglais
7.339631,44.1731,Aglais
7.342228,44.18203,Aglais
7.34472,44.1817,Aglais
7.242799,44.20267,Aglais
7.2482,44.20334,Aglais
7.221672,44.18947,Aglais
7.240247,44.20227,Aglais
7.24,44.20092,Aglais
7.2693,44.1666,Aglais
7.34472,44.1817,Aglia
6.84944,44.2772,Aglossa
7.2333,44.1986,Aglossa
7.4303,44.2144,Aglossa
7.333333,44.24833,Agonopterix
7.3742,44.1828,Agonopterix
7.2708,44.2497,Agonopterix
7.4303,44.2144,Agonopterix
7.4428,44.2161,Agonopterix
7.272,44.207,Agonopterix
7.425,44.2128,Agonopterix
7.383333,44.24972,Agonopterix
7.521389,44.10222,Agonopterix
7.321389,44.24306,Agonopterix
7.512778,44.06944,Agonopterix
7.39778,44.2836,Agonopterix
7.49492,44.1132,Agonopterix
7.56,43.98222,Agonopterix
7.39742,44.28416,Agonopterix
6.74333,44.2833,Agriphila
7.3956,44.2825,Agriphila
7.4303,44.2144,Agriphila
7.2469,44.2475,Agriphila
7.2697,44.2044,Agriphila
7.2333,44.1986,Agriphila
7.2122,44.1933,Agriphila
7.3367,44.1725,Agriphila
7.3228,44.1856,Agriphila
7.3167,44.1772,Agriphila
7.4267,44.2453,Agriphila
7.3722,44.6519,Agriphila
7.4961,44.1983,Agriphila
7.4931,44.195,Agriphila
7.383333,44.24972,Agriphila
7.396722,44.28217,Agriphila
7.52362,44.10079,Agrius
7.26919,44.16927,Agrius
7.351944,44.25361,Agrius
7.42611,44.22015,Agrius
7.56056,43.9825,Agrochola
7.5675,44.0558,Agrochola
7.39778,44.2836,Agrochola
7.383333,44.28333,Agrochola
7.56056,43.9825,Agrotera
7.26919,44.16927,Agrotis
6.7481,44.28024,Agrotis
7.56292,43.98135,Agrotis
7.57083,44.15083,Agrotis
7.565,44.14244,Agrotis
7.55756,43.98286,Agrotis
7.34797,44.03444,Agrotis
6.89825,44.31786,Agrotis
6.82197,44.29433,Agrotis
7.56056,43.9825,Agrotis
7.5675,44.0558,Agrotis
7.39778,44.2836,Agrotis
7.36111,44.1919,Agrotis
6.84944,44.2772,Agrotis
6.81,44.3067,Agrotis
6.74333,44.2833,Agrotis
7.383333,44.28333,Agrotis
7.39758,44.28448,Agrotis
7.52327,44.0944,Agrotis
7.27139,44.1958,Agrotis
7.56,43.98222,Agrotis
7.45,44.28333,Agrotis
7.553611,44.06222,Agrotis
7.531389,44.08805,Agrotis
7.3956,44.2825,Alabonia
7.272,44.207,Alabonia
7.2333,44.1986,Alabonia
7.2667,44.1803,Alabonia
7.2842,44.1625,Alabonia
7.3228,44.1856,Alabonia
7.3167,44.1772,Alabonia
7.375,44.1481,Alabonia
7.4428,44.2161,Alabonia
7.4514,44.1847,Alabonia
7.5025,44.1622,Alabonia
7.33794,44.17969,Albocosta
7.43884,44.20383,Alcis
7.42611,44.22015,Alcis
7.34797,44.03444,Alcis
6.89825,44.31786,Alcis
7.56056,43.9825,Alcis
7.39778,44.2836,Alcis
6.84944,44.2772,Alcis
6.74333,44.2833,Alcis
7.27139,44.1958,Alcis
7.512778,44.06917,Alcis
7.39778,44.2836,Aleimma
7.3956,44.2825,Aleimma
7.4022,44.2794,Aleimma
7.2708,44.2497,Aleimma
7.39778,44.2836,Aleucis
7.42611,44.22015,Algedonia
7.36111,44.1919,Algedonia
7.39778,44.2836,Algedonia
7.272,44.207,Algedonia
7.3228,44.1856,Algedonia
7.4267,44.2453,Algedonia
7.4536,44.1758,Algedonia
7.565778,44.057,Algedonia
7.39758,44.28448,Algedonia
7.27139,44.1958,Algedonia
7.56056,43.9825,Allophyes
7.39778,44.2836,Allophyes
7.383333,44.28333,Allophyes
7.56056,43.9825,Alophia
7.3956,44.2825,Altenia
7.4303,44.2144,Altenia
7.39778,44.2836,Altenia
7.39742,44.28416,Altenia
7.272,44.207,Alucita
7.4303,44.2144,Alucita
7.4828,44.2003,Alucita
7.4428,44.2161,Alucita
7.4536,44.1758,Alucita
7.56056,43.9825,Alucita
7.5675,44.0558,Alucita
7.527472,44.10994,Alucita
7.56,43.98222,Alucita
7.4428,44.2161,Amblyptilia
7.3956,44.2825,Amblyptilia
7.4022,44.2794,Amblyptilia
7.272,44.207,Amblyptilia
7.2122,44.1933,Amblyptilia
7.3742,44.1828,Amblyptilia
7.4303,44.2144,Amblyptilia
7.4536,44.1758,Amblyptilia
7.39778,44.2836,Amblyptilia
7.56056,43.9825,Ammoconia
7.39778,44.2836,Ammoconia
7.383333,44.28333,Ammoconia
7.56056,43.9825,Ammopolia
7.52362,44.10079,Amphipyra
7.39742,44.28416,Amphipyra
7.56292,43.98135,Amphipyra
7.42611,44.22015,Amphipyra
7.565,44.14244,Amphipyra
7.56056,43.9825,Amphipyra
7.383333,44.28333,Amphipyra
7.553611,44.06222,Amphipyra
7.3956,44.2825,Anacampsis
7.3742,44.1828,Anacampsis
7.4428,44.2161,Anacampsis
7.4022,44.2794,Anacampsis
7.56056,43.9825,Anania
7.39778,44.2836,Anania
7.272,44.207,Anania
7.2697,44.2044,Anania
7.4514,44.1847,Anania
7.3722,44.6519,Anania
7.375,44.1481,Anania
7.4953,44.1753,Anania
7.3228,44.1856,Anania
7.3956,44.2825,Anania
7.56,43.98222,Anania
7.55756,43.98286,Anapoma
7.56056,43.9825,Anarsia
7.3956,44.2825,Anarsia
7.4303,44.2144,Anarsia
7.3903,44.1853,Anarsia
7.383333,44.24972,Anarsia
7.56,43.98222,Anarsia
7.34472,44.1817,Anchinia
6.81,44.3067,Anchinia
7.272,44.207,Anchinia
7.45,44.28333,Anchinia
7.512778,44.06944,Anchinia
7.534722,44.08528,Anchinia
7.521389,44.10222,Anchinia
7.39778,44.2836,Anchinia
7.39742,44.28416,Anchinia
7.36111,44.1919,Ancylis
7.39778,44.2836,Ancylis
7.3742,44.1828,Ancylis
7.3228,44.1856,Ancylis
7.3722,44.6519,Ancylis
7.4303,44.2144,Ancylis
7.4428,44.2161,Ancylis
7.4456,44.1931,Ancylis
7.4536,44.1758,Ancylis
7.4828,44.2003,Ancylis
7.4953,44.1753,Ancylis
7.4575,44.2114,Ancylis
7.5025,44.1622,Ancylis
7.2122,44.1933,Ancylis
7.2842,44.1625,Ancylis
7.3167,44.1772,Ancylis
7.4792,44.1892,Ancylis
7.565778,44.057,Ancylis
7.383333,44.24972,Ancylis
7.321389,44.24306,Ancylis
7.27139,44.1958,Ancylis
7.35,44.25,Ancylosis
7.350833,44.25639,Ancylosis
7.347778,44.25278,Ancylosis
7.351944,44.25361,Ancylosis
7.36111,44.1919,Ancylosis
7.39778,44.2836,Ancylosis
7.3956,44.2825,Ancylosis
7.56,43.98222,Ancylosis
7.39742,44.28416,Ancylosis
7.4303,44.2144,Anerastia
7.342228,44.18203,Anthocharis
7.396222,44.28182,Anthocharis
7.34472,44.1817,Anthocharis
7.2482,44.20334,Anthocharis
7.221672,44.18947,Anthocharis
7.242799,44.20267,Anthocharis
7.22715,44.19754,Anthocharis
7.280209,44.21568,Anthocharis
7.26949,44.18464,Anthocharis
7.39778,44.2836,Anthocharis
7.5675,44.0558,Anthocharis
7.48972,44.195,Anthocharis
7.42611,44.1406,Anthocharis
7.54913,43.9857,Anthophila
7.3956,44.2825,Anthophila
7.2469,44.2475,Anthophila
7.272,44.207,Anthophila
7.2122,44.1933,Anthophila
7.425,44.2128,Anthophila
7.3742,44.1828,Anthophila
7.3367,44.1725,Anthophila
7.375,44.1481,Anthophila
7.4575,44.2114,Anthophila
7.4536,44.1758,Anthophila
7.39778,44.2836,Anticlea
7.56056,43.9825,Antitype
7.39742,44.28416,Antonechloris
7.52362,44.10079,Apamea
7.43884,44.20383,Apamea
7.39742,44.28416,Apamea
7.33794,44.17969,Apamea
7.26919,44.16927,Apamea
6.7481,44.28024,Apamea
7.50786,44.06958,Apamea
7.51231,44.06999,Apamea
7.56292,43.98135,Apamea
7.42611,44.22015,Apamea
7.57083,44.15083,Apamea
7.565,44.14244,Apamea
7.56056,43.9825,Apamea
7.5675,44.0558,Apamea
7.39778,44.2836,Apamea
7.36111,44.1919,Apamea
6.84944,44.2772,Apamea
6.81,44.3067,Apamea
6.74333,44.2833,Apamea
7.45,44.28333,Apamea
7.52327,44.0944,Apamea
7.27139,44.1958,Apamea
7.56,43.98222,Apamea
7.527472,44.10994,Apamea
7.553611,44.06222,Apamea
7.531389,44.08805,Apamea
7.530278,44.08583,Apamea
7.3956,44.2825,Apatema
7.3742,44.1828,Apatema
7.3228,44.1856,Apatema
7.4303,44.2144,Apatema
7.4428,44.2161,Apatema
7.4575,44.2114,Apatema
7.4828,44.2003,Apatema
7.56,43.98222,Apatema
7.321389,44.24306,Apatema
7.39742,44.28416,Apatema
7.39705,44.28134,Aphantopus
7.39778,44.2836,Aphelia
7.272,44.207,Aphelia
7.4428,44.2161,Aphelia
7.3631,44.1483,Aphelia
7.4103,44.1492,Aphelia
7.4575,44.2114,Aphelia
7.3975,44.2844,Aphelia
7.39742,44.28416,Aphelia
7.43884,44.20383,Aphomia
7.56056,43.9825,Aphomia
7.39778,44.2836,Aphomia
7.3956,44.2825,Aphomia
7.272,44.207,Aphomia
7.4303,44.2144,Aphomia
7.4428,44.2161,Aphomia
7.56,43.98222,Aphomia
7.56292,43.98135,Aplasta
7.52362,44.10079,Aplocera
7.39742,44.28416,Aplocera
7.50786,44.06958,Aplocera
7.42611,44.22015,Aplocera
7.43974,44.204,Aplocera
7.57083,44.15083,Aplocera
7.565,44.14244,Aplocera
6.81,44.3067,Aplocera
7.39758,44.28448,Aplocera
7.39778,44.2836,Aplocera
7.56056,43.9825,Aplocera
7.52327,44.0944,Aplocera
7.27139,44.1958,Aplocera
7.553611,44.06222,Aplocera
7.475,44.11306,Aplocera
7.530278,44.08583,Aplocera
7.512778,44.06917,Aplocera
7.39778,44.2836,Apoda
7.56056,43.9825,Apoda
7.39778,44.2836,Apodia
7.3742,44.1828,Apodia
7.4303,44.2144,Apodia
7.4428,44.2161,Apodia
7.56056,43.9825,Apodia
7.347778,44.25278,Aporia
7.35,44.25,Aporia
7.396222,44.28182,Aporia
7.56056,43.9825,Aporia
7.39778,44.2836,Aporia
6.84944,44.2772,Aporia
6.75,44.2508,Aporia
7.280209,44.21568,Aporia
7.2482,44.20334,Aporia
7.242799,44.20267,Aporia
7.22715,44.19754,Aporia
7.39705,44.28134,Aporia
7.396056,44.28389,Aporia
7.56056,43.9825,Aporophyla
7.43884,44.20383,Apotomis
7.42611,44.22015,Apotomis
7.272,44.207,Apotomis
7.2667,44.1803,Apotomis
7.2819,44.3261,Apotomis
7.4303,44.2144,Apotomis
7.5025,44.1622,Apotomis
7.3742,44.1828,Apotomis
7.4428,44.2161,Apotomis
7.56056,43.9825,Aproaerema
6.74333,44.2833,Aproaerema
7.3956,44.2825,Aproaerema
7.3742,44.1828,Aproaerema
7.3903,44.1853,Aproaerema
7.4303,44.2144,Aproaerema
7.4428,44.2161,Aproaerema
7.4953,44.1753,Aproaerema
7.512778,44.06944,Aproaerema
7.321389,44.24306,Aproaerema
7.56,43.98222,Aproaerema
7.383333,44.24972,Aproaerema
7.527472,44.10994,Aproaerema
7.39778,44.2836,Apterona
7.39742,44.28416,Apterona
7.42611,44.22015,Archips
7.56056,43.9825,Archips
7.4303,44.2144,Archips
7.4428,44.2161,Archips
7.3956,44.2825,Archips
7.4022,44.2794,Archips
7.2708,44.2497,Archips
7.3742,44.1828,Archips
7.321389,44.24306,Archips
7.39778,44.2836,Archips
6.7481,44.28024,Arctia
7.56056,43.9825,Arctia
7.39778,44.2836,Arctia
7.36111,44.1919,Arctia
6.84944,44.2772,Arctia
6.74333,44.2833,Arctia
7.3975,44.2844,Arctia
7.5675,44.0558,Arctia
7.512778,44.06917,Arctia
7.57753,43.97625,Arctornis
7.56056,43.9825,Arctornis
7.39778,44.2836,Arctornis
7.4022,44.2794,Argolamprotes
7.425,44.2128,Argolamprotes
7.4303,44.2144,Argolamprotes
7.4953,44.1753,Argolamprotes
7.41624,44.21574,Argynnis
7.26867,44.20388,Argynnis
7.33,44.25,Argynnis
7.350833,44.25639,Argynnis
7.347778,44.25278,Argynnis
7.32,44.24,Argynnis
7.334445,44.23528,Argynnis
7.333333,44.24833,Argynnis
7.26902,44.17303,Argynnis
7.339631,44.1731,Argynnis
7.43974,44.204,Argynnis
7.39778,44.2836,Argynnis
6.74333,44.2833,Argynnis
7.280209,44.21568,Argynnis
7.2482,44.20334,Argynnis
7.242799,44.20267,Argynnis
7.24,44.20092,Argynnis
7.221672,44.18947,Argynnis
7.240247,44.20227,Argynnis
7.22715,44.19754,Argynnis
7.26949,44.18464,Argynnis
7.39705,44.28134,Argynnis
7.56056,43.9825,Argyresthia
7.39778,44.2836,Argyresthia
7.4303,44.2144,Argyresthia
7.2667,44.1803,Argyresthia
7.2819,44.3261,Argyresthia
7.3956,44.2825,Argyresthia
7.4428,44.2161,Argyresthia
7.4828,44.2003,Argyresthia
7.3722,44.2833,Argyresthia
7.425,44.2128,Argyresthia
7.3742,44.1828,Argyresthia
7.3367,44.1725,Argyresthia
7.3228,44.1856,Argyresthia
7.3167,44.1772,Argyresthia
7.4792,44.1892,Argyresthia
7.2122,44.1933,Argyresthia
7.4103,44.1492,Argyresthia
7.4575,44.2114,Argyresthia
7.4931,44.195,Argyresthia
7.2708,44.2497,Argyresthia
7.375,44.1481,Argyresthia
7.512778,44.06944,Argyresthia
7.321389,44.24306,Argyresthia
7.52327,44.0944,Argyresthia
7.27139,44.1958,Argyresthia
7.39742,44.28416,Argyresthia
7.527472,44.10994,Argyresthia
7.3956,44.2825,Argyrotaenia
7.3742,44.1828,Argyrotaenia
7.4303,44.2144,Argyrotaenia
7.39742,44.28416,Argyrotaenia
7.56056,43.9825,Argyrotaenia
7.39778,44.2836,Argyrotaenia
7.56,43.98222,Argyrotaenia
7.22715,44.19754,Aricia
7.221672,44.18947,Aricia
7.240247,44.20227,Aricia
7.39705,44.28134,Aricia
7.3956,44.2825,Aristotelia
7.3742,44.1828,Aristotelia
7.2333,44.1986,Aristotelia
7.2667,44.1803,Aristotelia
7.3722,44.6519,Aristotelia
7.375,44.1481,Aristotelia
7.4103,44.1492,Aristotelia
7.4536,44.1758,Aristotelia
7.39778,44.2836,Aroga
7.3956,44.2825,Aroga
7.2333,44.1986,Aroga
7.2667,44.1803,Aroga
7.383333,44.24972,Aroga
6.79556,44.3203,Asarta
7.2349,44.1542,Asarta
7.34472,44.1817,Asartodes
7.56292,43.98135,Ascotis
7.55756,43.98286,Ascotis
7.34797,44.03444,Ascotis
7.56056,43.9825,Ascotis
7.3956,44.2825,Aspilapteryx
7.321389,44.24306,Aspilapteryx
7.383333,44.24972,Aspilapteryx
7.39742,44.28416,Aspilapteryx
7.56,43.98222,Aspilapteryx
7.4303,44.2144,Assara
7.321389,44.24306,Assara
7.39778,44.2836,Assara
7.34797,44.03444,Asthena
7.39778,44.2836,Asthena
7.56,43.98222,Ateliotum
7.56056,43.9825,Ateliotum
7.4103,44.1492,Aterpia
7.5064,44.1633,Aterpia
7.57083,44.15083,Athetis
7.565,44.14244,Athetis
7.50978,44.07126,Athetis
7.55183,44.11994,Athetis
7.52327,44.0944,Athetis
7.27139,44.1958,Athetis
7.56,43.98222,Athetis
7.56,43.98222,Athrips
7.39778,44.2836,Atlantarctia
7.51231,44.06999,Auchmis
7.42611,44.22015,Auchmis
7.39778,44.2836,Auchmis
6.84944,44.2772,Auchmis
6.74333,44.2833,Auchmis
7.39758,44.28448,Auchmis
7.531389,44.08805,Auchmis
7.43884,44.20383,Autographa
7.26919,44.16927,Autographa
7.50786,44.06958,Autographa
7.32,44.24,Autographa
7.42611,44.22015,Autographa
7.57083,44.15083,Autographa
7.565,44.14244,Autographa
7.34797,44.03444,Autographa
6.89825,44.31786,Autographa
6.82197,44.29433,Autographa
7.09222,44.15417,Autographa
7.56056,43.9825,Autographa
7.39778,44.2836,Autographa
7.36111,44.1919,Autographa
7.34472,44.1817,Autographa
6.84944,44.2772,Autographa
6.81,44.3067,Autographa
7.52327,44.0944,Autographa
7.27139,44.1958,Autographa
7.553611,44.06222,Autographa
7.4925,44.195,Autographa
7.5675,44.0558,Autophila
7.416667,44.28333,Autophila
7.56056,43.9825,Axia
7.56,43.98222,Axia
7.272,44.207,Bactra
7.3956,44.2825,Batia
7.272,44.207,Batia
7.4303,44.2144,Batia
7.512778,44.06944,Batia
7.56,43.98222,Batia
7.56056,43.9825,Batia
7.4428,44.2161,Batrachedra
7.4303,44.2144,Bedellia
7.39742,44.28416,Bedellia
7.56,43.98222,Bedellia
7.321389,44.24306,Bedellia
7.578444,44.15225,Bembecia
7.39778,44.2836,Bena
7.39778,44.2836,Bijugis
7.33,44.25,Biston
7.57083,44.15083,Biston
7.565,44.14244,Biston
7.34797,44.03444,Biston
6.89825,44.31786,Biston
7.39778,44.2836,Biston
7.36111,44.1919,Biston
7.34472,44.1817,Biston
6.84944,44.2772,Biston
7.39758,44.28448,Biston
7.395916,44.28364,Biston
7.56056,43.9825,Biston
7.27139,44.1958,Biston
7.39778,44.2836,Blastobasis
7.56056,43.9825,Blastobasis
7.39742,44.28416,Blastobasis
7.3956,44.2825,Blastodacna
7.395272,44.27561,Bohemannia
7.41624,44.21574,Boloria
7.26902,44.17303,Boloria
7.396222,44.28182,Boloria
7.34472,44.1817,Boloria
6.79556,44.3203,Boloria
7.2482,44.20334,Boloria
7.242799,44.20267,Boloria
7.22715,44.19754,Boloria
7.221672,44.18947,Boloria
7.280209,44.21568,Boloria
7.24,44.20092,Boloria
7.240247,44.20227,Boloria
7.26949,44.18464,Boloria
7.2693,44.1666,Boloria
7.3975,44.2844,Boloria
7.5098,44.0713,Boloria
7.4303,44.2144,Borkhausenia
7.4428,44.2161,Borkhausenia
7.56,43.98222,Bostra
7.3956,44.2825,Brachmia
7.3742,44.1828,Brachmia
7.375,44.1481,Brachmia
7.4303,44.2144,Brachmia
7.4428,44.2161,Brachmia
7.4828,44.2003,Brachmia
7.383333,44.24972,Brachmia
7.39778,44.2836,Brachmia
7.39742,44.28416,Brachmia
7.531389,44.08805,Brachylomia
7.347778,44.25278,Brenthis
7.280209,44.21568,Brenthis
7.2482,44.20334,Brenthis
7.24,44.20092,Brenthis
7.22715,44.19754,Brenthis
7.240247,44.20227,Brenthis
7.242799,44.20267,Brenthis
7.221672,44.18947,Brenthis
7.350833,44.25639,Brintesia
7.394444,44.28167,Brintesia
7.399167,44.28028,Brintesia
7.395916,44.28364,Brintesia
7.35,44.25,Brintesia
7.389861,44.23299,Brintesia
7.3956,44.2825,Bryotropha
7.2333,44.1986,Bryotropha
7.375,44.1481,Bryotropha
7.4303,44.2144,Bryotropha
7.4428,44.2161,Bryotropha
7.3742,44.1828,Bryotropha
7.3367,44.1725,Bryotropha
7.3228,44.1856,Bryotropha
7.3167,44.1772,Bryotropha
7.3722,44.6519,Bryotropha
7.2667,44.1803,Bryotropha
7.2722,44.1628,Bryotropha
7.4792,44.1892,Bryotropha
7.321389,44.24306,Bryotropha
7.512778,44.06944,Bryotropha
7.383333,44.24972,Bryotropha
7.39778,44.2836,Bryotropha
7.39742,44.28416,Bryotropha
7.54913,43.9857,Bucculatrix
7.39778,44.2836,Bucculatrix
7.3956,44.2825,Bucculatrix
7.2667,44.1803,Bucculatrix
7.4303,44.2144,Bucculatrix
7.4931,44.195,Bucculatrix
7.4792,44.1892,Bucculatrix
7.466653,43.87905,Bucculatrix
7.546604,43.98192,Bucculatrix
7.541385,43.97484,Bucculatrix
7.547591,43.98562,Bucculatrix
7.598403,44.09082,Bucculatrix
7.561866,44.01388,Bucculatrix
7.559028,44.01776,Bucculatrix
7.560171,44.021,Bucculatrix
7.557897,44.02024,Bucculatrix
7.397768,44.28312,Bucculatrix
7.396728,44.28185,Bucculatrix
7.575701,44.02873,Bucculatrix
7.404962,43.86493,Bucculatrix
7.565,44.14244,Bupalus
7.56292,43.98135,Cabera
7.565,44.14244,Cabera
7.34797,44.03444,Cabera
7.39778,44.2836,Cabera
7.36111,44.1919,Cabera
7.39758,44.28448,Cabera
7.56056,43.9825,Cadra
7.56,43.98222,Cadra
7.56056,43.9825,Calamodes
7.39778,44.2836,Callistege
7.3975,44.2844,Callistege
7.57083,44.15083,Calliteara
7.34797,44.03444,Calliteara
7.54913,43.9857,Calliteara
7.56056,43.9825,Calliteara
7.39778,44.2836,Calliteara
7.36111,44.1919,Calliteara
6.84944,44.2772,Calliteara
6.74333,44.2833,Calliteara
7.39758,44.28448,Calliteara
7.5675,44.0558,Calliteara
7.27139,44.1958,Calliteara
7.51727,44.07037,Callophrys
7.396222,44.28182,Callophrys
7.3975,44.2844,Callophrys
7.5098,44.0713,Callophrys
7.55183,44.11994,Callophrys
7.48972,44.195,Callophrys
7.565,44.14244,Calophasia
7.09222,44.15417,Calophasia
7.5675,44.0558,Caloptilia
7.3956,44.2825,Caloptilia
7.375,44.1481,Caloptilia
7.56,43.98222,Caloptilia
7.3742,44.1828,Calyciphora
7.3228,44.1856,Calyciphora
7.3722,44.6519,Calyciphora
7.4953,44.1753,Calyciphora
7.272,44.207,Calyciphora
7.56292,43.98135,Cameraria
7.4536,44.1758,Cameraria
7.321389,44.24306,Cameraria
7.56,43.98222,Cameraria
7.59939,44.09132,Cameraria
7.39742,44.28416,Campaea
7.34797,44.03444,Campaea
7.56056,43.9825,Campaea
7.39778,44.2836,Campaea
7.36111,44.1919,Campaea
7.512778,44.06917,Campaea
7.56056,43.9825,Camptogramma
7.39778,44.2836,Camptogramma
6.74333,44.2833,Camptogramma
7.50994,43.99916,Camptogramma
7.26867,44.20388,Canephora
7.3956,44.2825,Capperia
7.4428,44.2161,Capperia
7.3228,44.1856,Capperia
7.4428,44.2161,Capua
7.4792,44.1892,Capua
7.57083,44.15083,Caradrina
7.565,44.14244,Caradrina
7.34797,44.03444,Caradrina
6.89825,44.31786,Caradrina
7.39742,44.28416,Caradrina
7.553611,44.06222,Caradrina
7.531389,44.08805,Caradrina
7.39742,44.28416,Carcina
7.42611,44.22015,Carcina
7.56056,43.9825,Carcina
7.3956,44.2825,Carcina
7.3742,44.1828,Carcina
7.4303,44.2144,Carcina
7.321389,44.24306,Carcina
7.50994,43.99916,Carissa
7.4303,44.2144,Carpatolechia
7.2122,44.1933,Carpatolechia
7.3742,44.1828,Carpatolechia
7.3228,44.1856,Carpatolechia
7.4792,44.1892,Carpatolechia
7.4953,44.1753,Carpatolechia
7.5025,44.1622,Carpatolechia
7.56056,43.9825,Carpatolechia
7.26919,44.16927,Carsia
7.26902,44.17303,Carsia
7.45,44.28333,Carsia
6.79556,44.3203,Caryocolum
6.74333,44.2833,Caryocolum
7.3956,44.2825,Caryocolum
7.4303,44.2144,Caryocolum
7.2819,44.3261,Caryocolum
7.4953,44.1753,Caryocolum
7.2722,44.1628,Caryocolum
7.2842,44.1625,Caryocolum
7.3167,44.1772,Caryocolum
7.4103,44.1492,Caryocolum
7.521389,44.10222,Caryocolum
7.45,44.28333,Caryocolum
7.512778,44.06944,Caryocolum
7.527472,44.10994,Caryocolum
7.39742,44.28416,Cataclysme
7.42611,44.22015,Cataclysme
7.39778,44.2836,Cataclysme
7.36111,44.1919,Cataclysme
7.39758,44.28448,Cataclysme
7.383611,44.24805,Catarhoe
7.42611,44.22015,Catarhoe
7.34797,44.03444,Catarhoe
7.36111,44.1919,Catarhoe
7.39778,44.2836,Catarhoe
6.74333,44.2833,Catarhoe
7.56056,43.9825,Catarhoe
7.39742,44.28416,Catarhoe
7.527472,44.10994,Catarhoe
6.79556,44.3203,Catastia
7.2469,44.2475,Catastia
7.2333,44.1986,Catastia
